id,备注,中文简体,翻译标记（示例）：0407更新待译,,,,,,,,,,
164,,上次进入的房间,,,,,,,,,,,
165,,"作弊修改, 熊二很生气, 后果很严重",,,,,,,,,,,
166,,标题,,,,,,,,,,,
167,,标签,,,,,,,,,,,
168,,类型,,,,,,,,,,,
169,,介绍,,,,,,,,,,,
170,,投稿,,,,,,,,,,,
171,,仅自己可见,,,,,,,,,,,
172,,精彩的地图介绍，可以吸引更多的小伙伴下载\n （点击输入，限30字）,,,,,,,,,,,
173,,更新分享,,,,,,,,,,,
174,,我的关注,,,,,,,,,,,
175,,输入作者的迷你号,,,,,,,,,,,
176,,我的分享,,,,,,,,,,,
177,,返回,,,,,,,,,,,
178,,这家伙很懒，什么描述也没留下~,,,,,,,,,,,
179,,如果你喜欢这张地图就认真评个分吧！,,,,,,,,,,,
180,,确 定,,,,,,,,,,,
181,,存档名不能为空,,,,,,,,,,,
182,,坐骑能力,,,,,,,,,,,
183,,孵化时间,,,,,,,,,,,
184,,存档封面,,,,,,,,,,,
185,,获取,,,,,,,,,,,
186,,使用,,,,,,,,,,,
187,,升级,,,,,,,,,,,
188,,你没有分享存档,,,,,,,,,,,
189,,该玩家没有分享的地图,,,,,,,,,,,
190,,默认排行,,,,,,,,,,,
191,,推荐,,,,,,,,,,,
192,,评分,,,,,,,,,,,
193,,本周热门,,,,,,,,,,,
194,,最新,,,,,,,,,,,
195,,排行榜,,,,,,,,,,,
196,,开启成长,,,,,,,,,,,
197,,立即成熟,,,,,,,,,,,
198,,收获,,,,,,,,,,,
199,,来浇水除虫的小伙伴：,,,,,,,,,,,
200,,植物处于#c0aba1d饱满#n状态,,,,,,,,,,,
201,,植物处于#cffda0a缺水#n状态,,,,,,,,,,,
202,,植物处于#cff3d2b枯竭#n状态,,,,,,,,,,,
203,,可能获得：,,,,,,,,,,,
204,,成熟倒计时：,,,,,,,,,,,
205,,(立即成熟),,,,,,,,,,,
206,,开始成长,,,,,,,,,,,
207,,查看好友家园,,,,,,,,,,,
208,,计分板,,,,,,,,,,,
209,主界面好友按钮,好友,,,,,,,,,,,
210,,粉丝,,,,,,,,,,,
211,,头像,,,,,,,,,,,
212,,姓名,,,,,,,,,,,
213,,击败,,,,,,,,,,,
214,计分面板标题栏,加好友,,,,,,,,,,,
215,,坐骑,,,,,,,,,,,
216,,（预览）,,,,,,,,,,,
217,,等待再次挑战,,,,,,,,,,,
218,,切换迷你号，请注意：#r1.请先上传重要存档以防丢失#r2.在游戏中玩耍遇到提示密码错误时，可以尝试切换登陆解决,,,,,,,,,,,
219,,网络不稳定，房间已关闭,,,,,,,,,,,
220,,关闭房间将踢出所有玩家,,,,,,,,,,,
221,,退出游戏将踢出所有玩家,,,,,,,,,,,
222,,游戏开始: 3,,,,,,,,,,,
223,,游戏开始: 2,,,,,,,,,,,
224,,游戏开始: 1,,,,,,,,,,,
225,,开始！,,,,,,,,,,,
226,,我知道了,,,,,,,,,,,
227,,恢复默认,,,,,,,,,,,
228,,系统公告,,,,,,,,,,,
229,,@self给予@other重重一击！,,,,,,,,,,,
230,,@self的攻击准确命中@other！,,,,,,,,,,,
231,,@self“友好”地将@other送回复活点！,,,,,,,,,,,
232,,@self两连击！,,,,,,,,,,,
233,,@self三连击！,,,,,,,,,,,
234,,@self非常犀利！,,,,,,,,,,,
235,,@self无人能挡！,,,,,,,,,,,
236,,@self主宰了这场比赛！,,,,,,,,,,,
237,,@self开始迈向超神之路！,,,,,,,,,,,
238,,@self正在暴走，谁去拦住他！,,,,,,,,,,,
239,,@self简直如同神一般！,,,,,,,,,,,
240,,@self已经超神了，求求谁去终结他吧！,,,,,,,,,,,
241,,版本更新,,,,,,,,,,,
242,,暂无公告！！,,,,,,,,,,,
243,,@self终结了@other的三连击！,,,,,,,,,,,
244,,@self终结了@other的犀利！,,,,,,,,,,,
245,,@self终结了@other的无人能挡！,,,,,,,,,,,
246,,@self终结了@other的主宰比赛！,,,,,,,,,,,
247,,@self终结了@other的超神之路！,,,,,,,,,,,
248,,@self终结了@other的暴走！,,,,,,,,,,,
249,,@self终结了@other的如神一般！,,,,,,,,,,,
250,,@self终结了@other的超神！,,,,,,,,,,,
251,,当前召唤的坐骑可以产出坐骑宝宝了！,,,,,,,,,,,
252,,游戏时间@num天后才能孵化出坐骑宝宝,,,,,,,,,,,
253,,当前状态不能坐下,,,,,,,,,,,
254,,距离太远不能坐下,,,,,,,,,,,
255,,流浪商人,,,,,,,,,,,
256,,（商品已更新）,,,,,,,,,,,
257,,欢迎光临，请问有什么需要的吗？\n请抓紧时间，错过就要等下次了！,,,,,,,,,,,
258,,后离开,,,,,,,,,,,
259,,剩余量：,,,,,,,,,,,
260,,已售罄,,,,,,,,,,,
261,,流浪商人,,,,,,,,,,,
262,,流浪商人离开了。,,,,,,,,,,,
263,,图纸,,,,,,,,,,,
264,,嚯、嚯、嚯，你想要什么？,,,,,,,,,,,
265,,备用,,,,,,,,,,,
266,,充值失败，请稍后再试,,,,,,,,,,,
267,低版本搜索高版本皮肤时提示,版本过低，更新后才能正确显示该皮肤,,,,,,,,,,,
268,,在首页-我的家园-图鉴解锁后使用，活动与家园果实可获得碎片,,,,,,,,,,,
269,,存储空间不够，存档无法保存，请清理储存空间后再试,,,,,,,,,,,
270,,胜利,,,,,,,,,,,
271,,再接再厉,,,,,,,,,,,
272,,平局,,,,,,,,,,,
273,,激活码礼包,,,,,,,,,,,
274,,礼包激活码,,,,,,,,,,,
275,,激活！,,,,,,,,,,,
276,,小提示：礼包激活后请到商店,,,,,,,,,,,
277,,中的仓库,,,,,,,,,,,
278,,查看奖励,,,,,,,,,,,
279,,请输入礼包激活码,,,,,,,,,,,
280,,官方扣群交流（1群238888081，2群238888082，3群238888083）,,,,,,,,,,,
281,,请输入激活码！,,,,,,,,,,,
282,,"网络不稳定, 请检查网络连接",,,,,,,,,,,
283,,激活码已被使用，不能重复领取,,,,,,,,,,,
284,,你输入的激活码有误,,,,,,,,,,,
285,,恭喜你激活了礼包,,,,,,,,,,,
286,,网络不稳定/平台不正确/已领同类礼包,,,,,,,,,,,
287,,长按,,,,,,,,,,,
288,,点击地面放置工具箱！,,,,,,,,,,,
289,,我的存档,,,,,,,,,,,
290,,联机,,,,,,,,,,,
291,,常用,,,,,,,,,,,
292,,建筑,,,,,,,,,,,
293,,机械,,,,,,,,,,,
294,,背包,,,,,,,,,,,
295,,工 具,,,,,,,,,,,
296,,作 物,,,,,,,,,,,
297,,杂 物,,,,,,,,,,,
298,,方 块,,,,,,,,,,,
299,,编 辑,,,,,,,,,,,
300,,缺少#cfa7a0f木板#n，收集木头制作一些木板,,,,,,,,,,,
301,,先选择#cfa7a0f工具箱#n图标，然后点击右边的#cfa7a0f制作#n按钮,,,,,,,,,,,
302,,缺少制作#cfa7a0f木镐#n的材料，请再去砍树获得#cfa7a0f木头#n哦,,,,,,,,,,,
303,,选择#cfa7a0f木镐#n，点击右边的#cfa7a0f制作#n按钮,,,,,,,,,,,
304,,欢迎来到迷你世界，让我们先来#cfa7a0f熟悉操作#n吧，#cfa7a0f点击#n屏幕,,,,,,,,,,,
305,,左右#cfa7a0f滑动屏幕#n转动视角，面对前方,,,,,,,,,,,
306,,#cfa7a0f滑动#n摇杆可以#cfa7a0f移动#n，试着向前走走,,,,,,,,,,,
307,,#cfa7a0f长按方块#n（箭头指向处），持续采集直到#cfa7a0f破坏方块#n,,,,,,,,,,,
308,,非常好，所有方块都可以破坏并获取，请点击#cfa7a0f领取#n奖励,,,,,,,,,,,
309,,沿着箭头方向找到树，#cfa7a0f长按#n树方块（手指提示处）获取#cfa7a0f木头#n,,,,,,,,,,,
310,,太好了，使用斧头砍树，可以更快的#cfa7a0f获取木头#n,,,,,,,,,,,
311,,现在打开#cfa7a0f背包#n，用#cfa7a0f木板#n合成一个#cfa7a0f工具箱#n吧,,,,,,,,,,,
312,,点击#cfa7a0f制作#n标签,,,,,,,,,,,
313,,#cfa7a0f工具箱#n可以合成制作很多的高级物品，居家旅行，冒险必备,,,,,,,,,,,
314,,将刚合成的#cfa7a0f工具箱#n放置到#cfa7a0f快捷栏#n中并且选中,,,,,,,,,,,
315,,点击地面放置#cfa7a0f工具箱#n,,,,,,,,,,,
316,,#cfa7a0f点击#n打开工具箱（手指提示处）,,,,,,,,,,,
317,,制作物品成功，在游戏中使用#cfa7a0f木镐#n，可以开采初级的矿石,,,,,,,,,,,
318,,点击#cfa7a0f小麦面包#n（放置到快捷物品栏位），会出现#cfa7a0f使用按钮#n,,,,,,,,,,,
319,,#cfa7a0f长按#n右边#cfa7a0f使用按钮#n可以吃掉小麦面包,,,,,,,,,,,
320,,只有在快捷物品栏，选中可使用的物品，才会出现#cfa7a0f使用按钮#n,,,,,,,,,,,
321,,让我们穿上刚获得的#cfa7a0f头盔#n装备，先打开背包,,,,,,,,,,,
322,,点击#cfa7a0f角色装备#n标签,,,,,,,,,,,
323,,点击#cfa7a0f头盔#n装备,,,,,,,,,,,
324,,出现#cfa7a0f头盔#n的说明和属性，点击#cfa7a0f装备#n按钮,,,,,,,,,,,
325,,太棒了，是不是很容易？让我们去揍扁#cfa7a0f怪物#n吧！点击左上角#cfa7a0f×#n关闭界面,,,,,,,,,,,
326,,注意！！有怪物向你走来 左右#cfa7a0f滑动屏幕#n，面对怪物 #cfa7a0f点击#n怪物进行攻击,,,,,,,,,,,
327,,恭喜完成了新手教学\n还有超多精彩，快开始新的冒险吧,,,,,,,,,,,
328,,名称：,,,,,,,,,,,
329,,当前任务：#cfa7a0f熟悉操作#n,,,,,,,,,,,
330,,当前任务：砍树获得#cfa7a0f木头#n,,,,,,,,,,,
331,,当前任务：制作#cfa7a0f工具箱#n,,,,,,,,,,,
332,,当前任务：制作#cfa7a0f木镐#n,,,,,,,,,,,
333,,当前任务：吃掉#cfa7a0f小麦面包#n,,,,,,,,,,,
334,,当前任务：击败#cfa7a0f怪物#n,,,,,,,,,,,
335,开发者商店购买提示,当前地图有更新，请重新下载最新版本,,,,,,,,,,,
336,,备用,,,,,,,,,,,
337,,备用,,,,,,,,,,,
338,,备用,,,,,,,,,,,
339,开发者组-信用不好限制,系统维护中，暂时不能分享地图。,,,,,,,,,,,
340,,"人数不够,不能开启游戏",,,,,,,,,,,
341,国内上传地图/相册界面用，不用翻译,#L#cef2d2d内容上传不得违反国家相关规定，且不得含有国家明文禁止的内容。#n,,,,,,,,,,,
342,,世界和平由你我共同维护，家园等级不满2级时，地图分享只能选择仅自己可见,,,,,,,,,,,
343,,世界和平由你我共同维护，迷你号创建不满7天，地图分享只能选择仅自己可见,,,,,,,,,,,
344,,当前地图权限为仅自己可见，无法分享,,,,,,,,,,,
345,,当前地图作者未开放下载权限，无法下载,,,,,,,,,,,
346,,,,,,,,,,,,,
347,,,,,,,,,,,,,
348,,,,,,,,,,,,,
349,,脸书,,,,,,,,,,,
350,,活跃,,,,,,,,,,,
351,,名称,,,,,,,,,,,
352,,作者,,,,,,,,,,,
353,,登录未成功，部分功能无法使用,,,,,,,,,,,
354,,正在更新中，请稍等,,,,,,,,,,,
355,,备用,,,,,,,,,,,
356,国内才有的直播聚合功能，暂时不用翻译,直播,,,,,,,,,,,
357,已换新提示,跨平台不可以切换,,,,,,,,,,,
358,,名字中的符号不符合规定,,,,,,,,,,,
359,,迷你号:,,,,,,,,,,,
360,,当前时间：,,,,,,,,,,,
361,,当前版本：,,,,,,,,,,,
362,,免费,,,,,,,,,,,
363,,(成熟),,,,,,,,,,,
364,,(收获1个),,,,,,,,,,,
365,,(收获10个！),,,,,,,,,,,
366,,已在该好友家园！,,,,,,,,,,,
367,"国内版才会用到，不用翻译
ID32212的第二段",温馨提示：《迷你世界》官方不会以任何形式要求玩家提供银行账号及支付软件的密码。谨防网络诈骗，如遇可疑情况立即报警求助。,,,,,,,,,,,
368,,坐骑召唤,,,,,,,,,,,
369,,奖励已放入仓库,,,,,,,,,,,
370,,再开一次,,,,,,,,,,,
371,,再开十次,,,,,,,,,,,
372,,迷你豆,,,,,,,,,,,
373,,经验值,,,,,,,,,,,
374,,角色特长：,,,,,,,,,,,
375,,这件装扮包含以下特殊改变：,,,,,,,,,,,
376,,数量不足，可通过家园果实获得。,,,,,,,,,,,
377,,数量不足，可通过家园果实获得。,,,,,,,,,,,
378,,合成配方,,,,,,,,,,,
379,,碎片来源:,,,,,,,,,,,
380,,解锁进度,,,,,,,,,,,
381,,确认,,,,,,,,,,,
382,,获取坐骑宝宝的时间还未到,,,,,,,,,,,
383,,买烟花（赠送#c1b9e1e迷你豆#n）,,,,,,,,,,,
384,,该好友还未领养植物，试试逛逛其他好友,,,,,,,,,,,
385,,您的迷你豆不足，请购买!,,,,,,,,,,,
386,,"服务器繁忙,请重启游戏再试",,,,,,,,,,,
387,,全部回收,,,,,,,,,,,
388,,收回1个,,,,,,,,,,,
389,,已解锁,,,,,,,,,,,
390,,在首页-我的家园-图鉴解锁后使用，活动或家园果实可获得碎片,,,,,,,,,,,
391,,此处不适宜生成坐骑宝宝！,,,,,,,,,,,
392,,成功获得坐骑宝宝,,,,,,,,,,,
393,,成功浇水获得经验x@1、迷你豆x@2,,,,,,,,,,,
394,,成功除虫获得经验x@1、迷你豆x@2,,,,,,,,,,,
395,,家园,,,,,,,,,,,
396,,添加好友可查看家园,,,,,,,,,,,
397,,请到存档内点击画面右边的坐骑按钮使用,,,,,,,,,,,
398,,你的植物现在感觉状态良好,,,,,,,,,,,
399,,点击查看家园果实规则,,,,,,,,,,,
400,,迷你豆:,,,,,,,,,,,
401,,果实:,,,,,,,,,,,
402,,浇水:,,,,,,,,,,,
403,,注:领养过植物的小伙伴就无法再次领取迷你豆奖励了哦~,,,,,,,,,,,
404,,签到、帮好友植物浇水、果实成熟有几率获得迷你豆。第一次领养植物将会奖励 #c0aaa1a迷你豆*200#n,,,,,,,,,,,
405,,果实可以开启成长，耐心等待一段时间，或者用迷你豆直接成熟，成熟后可以开出用于解锁坐骑、角色、装扮、方块的碎片,,,,,,,,,,,
406,,记得时常来家园看看，给植物浇浇水，会让果实的成长保持加速状态哦，帮好友植物浇水还可获得迷你豆和成长值哦,,,,,,,,,,,
407,,我知道了,,,,,,,,,,,
408,,显示碎片,,,,,,,,,,,
409,,今天获取奖励已达上限,,,,,,,,,,,
410,,工具不趁手,,,,,,,,,,,
411,,房主设置保护，游客可向房主索要权限,,,,,,,,,,,
412,,权限,,,,,,,,,,,
413,,自由,,,,,,,,,,,
414,,游客,,,,,,,,,,,
415,,可以破坏和放置方块\n （可在游戏中禁止）,,,,,,,,,,,
416,,不可破坏和放置方块\n （可在游戏中解除）,,,,,,,,,,,
417,,图鉴,,,,,,,,,,,
418,,冒险,,,,,,,,,,,
419,,创造,,,,,,,,,,,
420,,对战,,,,,,,,,,,
421,,电路,,,,,,,,,,,
422,,解密,,,,,,,,,,,
423,,酷跑,,,,,,,,,,,
424,,地图大小：,,,,,,,,,,,
425,,下载次数：,,,,,,,,,,,
426,,您的游戏版本过低，请更新,,,,,,,,,,,
427,,综合,,,,,,,,,,,
428,,进入教学,,,,,,,,,,,
429,,"高手,跳过",,,,,,,,,,,
430,,继续,,,,,,,,,,,
431,,继续游戏,,,,,,,,,,,
432,,去激活,,,,,,,,,,,
433,,重试,,,,,,,,,,,
434,,继续下载,,,,,,,,,,,
435,,前往购买,,,,,,,,,,,
436,,激活,,,,,,,,,,,
437,,分,,,,,,,,,,,
438,,签到奖励,,,,,,,,,,,
439,,可输入世界地形码,,,,,,,,,,,
440,,评论成功！,,,,,,,,,,,
441,,近战防御：@1，减少@2%受到的近战和爆炸伤害,,,,,,,,,,,
442,,暂时没有福利可以领取,,,,,,,,,,,
443,,本版本不能双开。,,,,,,,,,,,
444,,[防御点数会受到当前耐久度比例的影响],,,,,,,,,,,
445,,[物理伤害包括近战/远程/爆炸三种],,,,,,,,,,,
446,,确定把#c0aaa1a@1#n踢出房间吗？,,,,,,,,,,,
447,,踢出房间吗？,,,,,,,,,,,
448,,踢人失败！,,,,,,,,,,,
449,,#cffda0a@1#n秒后再次挑战,,,,,,,,,,,
450,,状态显示,,,,,,,,,,,
451,,房主已禁用道具,,,,,,,,,,,
452,,您成功兑换了星星,,,,,,,,,,,
453,,你的迷你币不足，是否花费#c0aaa1a@1元#n购买#cfa7a0f@2个迷你币？#n（适度娱乐理性消费）,,,,,,,,,,,
454,国内用的货币，不用翻译,元,,,,,,,,,,,
455,,个迷你币？,,,,,,,,,,,
456,,迷你币不足,,,,,,,,,,,
457,,US$,,,,,,,,,,,
458,,购买成功，开心烟花已放入仓库，赠送迷你豆,,,,,,,,,,,
459,,拥有：,,,,,,,,,,,
460,迷你币兑换迷你豆的兑换按钮,兑换,,,,,,,,,,,
461,,野外生存，探索未知世界,,,,,,,,,,,
462,,无限资源，创造一切,,,,,,,,,,,
463,,高级设置,,,,,,,,,,,
464,,呃，野外冒险总是有点危险的...,,,,,,,,,,,
465,,未知生物,,,,,,,,,,,
466,,"您还需要#c0aaa1a星星×@1#n,是否使用#cfa7a0f迷你币×@2#n来补足？",,,,,,,,,,,
467,,是否使用,,,,,,,,,,,
468,,来补足？,,,,,,,,,,,
469,,星星不足：,,,,,,,,,,,
470,,重新尝试,,,,,,,,,,,
471,,掉落身上道具，回到初始位置,,,,,,,,,,,
472,,继续探险,,,,,,,,,,,
473,,#c5aea0a 继续探险且不掉落身上道具#n,,,,,,,,,,,
474,,放入物品,,,,,,,,,,,
475,,主物品,,,,,,,,,,,
476,,副物品,,,,,,,,,,,
477,,融合,,,,,,,,,,,
478,,该次附魔会将该属性升为@1级,,,,,,,,,,,
479,,级,,,,,,,,,,,
480,,属性超过5条，点击附魔后选择,,,,,,,,,,,
481,,该属性与其它属性有冲突,,,,,,,,,,,
482,,最多只能选择,,,,,,,,,,,
483,,条属性,,,,,,,,,,,
484,,融合后最多可保留@1条属性，请选择：,,,,,,,,,,,
485,,条属性，请选择:,,,,,,,,,,,
486,,请选择够@1条属性,,,,,,,,,,,
487,,获得@1个@2,,,,,,,,,,,
488,无法单翻译，印尼文量词需要居多，需要先看东西的类型,个,,,,,,,,,,,
489,,放入燃料和材料后烧炼自动开始,,,,,,,,,,,
490,,请先取下烧炼后的物品,,,,,,,,,,,
491,,恭喜完成新手教学,,,,,,,,,,,
492,,领取,,,,,,,,,,,
493,,新的,,,,,,,,,,,
494,,最高等级,,,,,,,,,,,
495,,非金果实位不能10连抽,,,,,,,,,,,
496,,烈焰星,,,,,,,,,,,
497,,龙鳞纪念碑,,,,,,,,,,,
498,,取消收藏,,,,,,,,,,,
