id,中文繁體
371,再開十次
372,迷你豆
373,經驗值
374,角色特長：
375,這件裝扮包含以下特殊改變：
376,數量不足，可通過家園果實獲得。
377,數量不足，可通過家園果實獲得。
378,合成配方
379,碎片來源:
380,解鎖進度
381,確認
382,獲取坐騎寶寶的時間還未到
383,買煙花（贈送#c1b9e1e迷你豆#n）
384,該好友還未領養植物，試試逛逛其他好友
385,您的迷你豆不足，請購買!
386,"伺服器繁忙,請重啟遊戲再試"
387,全部回收
388,收回1個
389,已解鎖
390,在首頁-我的家園-圖鑑解鎖後使用，活動或家園果實可獲得碎片
391,此處不適宜生成坐騎寶寶！
392,成功獲得坐騎寶寶
393,成功澆水獲得經驗x@1、迷你豆x@2
394,成功除蟲獲得經驗x@1、迷你豆x@2
395,家園
396,添加好友可查看家園
397,請到存檔內點擊畫面右邊的坐騎按鈕使用
398,你的植物現在感覺狀態良好
399,點擊查看家園果實規則
400,迷你豆:
401,果實:
402,澆水:
403,注:領養過植物的小夥伴就無法再次領取迷你豆獎勵了哦~
404,簽到、幫好友植物澆水、果實成熟有幾率獲得迷你豆。第一次領養植物將會獎勵 #c0aaa1a迷你豆*200#n
405,果實可以開啟成長，耐心等待一段時間，或者用迷你豆直接成熟，成熟後可以開出用於解鎖坐騎、角色、裝扮、方塊的碎片
406,記得時常來家園看看，給植物澆澆水，會讓果實的成長保持加速狀態哦，幫好友植物澆水還可獲得迷你豆和成長值哦
407,我知道了
408,顯示碎片
409,今天獲取獎勵已達上限
410,工具不趁手
411,房主設置保護，遊客可向房主索要許可權
412,許可權
413,自由
414,遊客
415,可以破壞和放置方塊\n （可在遊戲中禁止）
416,不可破壞和放置方塊\n （可在遊戲中解除）
417,圖鑒
418,冒险
419,創造
420,對戰
421,電路
422,解密
423,酷跑
424,地圖大小：
425,下載次數：
426,您的遊戲版本過低，請更新
427,綜合
428,進入教學
429,跳過
430,繼續
431,繼續遊戲
432,去啟動
433,重試
434,繼續下載
435,前往購買
436,啟動
437,分
438,簽到獎勵
439,可輸入世界地形碼
440,評論成功！
441,近戰防禦：@1，減少@2%受到的近戰和爆炸傷害
442,暫時沒有福利可以領取
443,本版本不能雙開。
444,[防禦點數會受到當前耐久度比例的影響]
445,[物理傷害包括近戰/遠端/爆炸三種]
446,確定把#c0aaa1a@1#n踢出房間嗎？
447,踢出房間嗎？
448,踢人失敗！
449,#cffda0a@1#n秒後再次挑戰
450,狀態顯示
451,房主已禁用道具
452,您成功兌換了星星
453,你的迷你幣不足，是否花費#c0aaa1a$@1#n購買#cfa7a0f@2個迷你幣？#n
454,US$
455,個迷你幣？
456,迷你幣不足
457,US$
458,購買成功，開心煙花已放入倉庫，贈送迷你豆
459,擁有：
460,兌換
461,野外生存，探索未知世界
462,無限資源，創造一切
463,高級設置
464,呃，野外冒險總是有點危險的...
465,未知生物
466,"您還需要#c0aaa1a星星×@1#n,是否使用#cfa7a0f迷你幣×@2#n來補足？"
467,是否使用
468,來補足？
469,星星不足：
470,重新嘗試
471,掉落身上道具，回到初始位置
472,繼續探險
473,#c5aea0a 繼續探險且不掉落身上道具#n
474,放入物品
475,主物品
476,副物品
477,融合
478,該次附魔會將該屬性升為@1級
479,級
480,屬性超過5條，點擊附魔後選擇
481,該屬性與其它屬性有衝突
482,最多只能選擇
483,條屬性
484,融合後最多可保留@1條屬性，請選擇：
485,條屬性，請選擇:
486,請選擇夠@1條屬性
487,獲得@1個@2
488,個
489,放入燃料和材料後燒煉自動開始
490,請先取下燒煉後的物品
491,恭喜完成新手教學
492,領取
493,新的
494,最高等級
495,非金果實位不能10連抽
496,烈焰星
497,龍鱗紀念碑
498,取消收藏
499,收藏成功
500,已把@1踢出房間
501,踢出房間
502,次
503,可更新
504,你已下載了這存檔
505,輸入對方的迷你號
506,房間伺服器連接未成功
507,(點擊右側按鈕打開菜單 可刪除存檔)
508,正在下載：
509,等待下載
510,暫停下載：
511,上次登錄
512,未登錄過
513,昨天
514,天前
515,此存檔已取消上傳
516,登錄過
517,輸入地圖備註
518,世界探索
519,創造世界
520,進入
521,取消關注
522,分享給小夥伴的地圖
523,分享這張地圖獲得
524,默認
525,帳號不存在
526,帳號被凍結
527,帳號名重複
528,版本號
529,創造天數
530,生存天數
531,時間：
532,座標：
533,高度：
534,已在充值中
535,收
536,(已收滿)
537,(已售完)
538,出售
539,交換
540,該貨物我收購完啦，請刷新
541,該貨物我已經賣完啦，請刷新
542,成功
543,換取
544,您沒有足夠的物品用於交換
545,成功購買
546,貨物已全部刷新，請客官挑選
547,刷 新
548,消耗
549,貨架
550,需要
551,任務追踪
552,@1修理成功！
553,請放入要修理的物品
554,請放入修理材料
555,星星不足
556,不需要修理
557,耐久度：
558,小時
559,秒
560,下蛋冷卻時間
561,"您的坐騎正在睡懶覺中,還需@1秒才能召喚"
562,版本過低
563,你沒有存檔，不能創建房間
564,你還沒有收藏房間
565,已達上限，請刷新
566,房間人數已滿
567,房間密碼錯誤
568,房間已被房主關閉
569,沒有更多房間了
570,當前網路
571,最新版本
572,用戶端版本與房間版本不匹配
573,連接房間未成功
574,請輸入房主迷你號
575,點擊按鈕開始創建房間
576,暫時沒有房間
577,搜索結果
578,刷新
579,選擇開設房間的存檔
580,可輸入標籤
581,房間密碼
582,請輸入房間密碼
583,創建角色不成功，請檢查網路
584,基礎設置
585,控制設置
586,高級設置
587,基礎
588,控制
589,高級
590,名字
591,畫面亮度
592,隱藏介面
593,和平模式
594,音樂
595,音效
596,音量
597,靈敏度
598,反轉Y軸
599,左撇子模式
600,准心模式
601,自動跳躍
602,震動開關
603,更多遊戲
604,充值成功
605,要@1該坐騎，還需要#c0aaa1a@2×@3，您也可以使用#cfa7a0f迷你幣#n來補齊
606,該坐騎，還需要
607,您也可以使用
608,來補齊
609,道具不足
610,是否前往購買迷你幣？
611,永久
612,限時購買：剩餘#cfa7a0f@1#n天#cfa7a0f@2#n時#cfa7a0f@3#n分
613,"購買未成功, 請檢查網路連接。"
614,取消使用
615,@1使用成功
616,特長
617,特長升級
618,啟動特長
619,升級特長
620,已使用
621,要啟動該天賦，還需要#c0aaa1a@1×@2#n，您也可以使用#cfa7a0f迷你幣#n來補齊
622,升級該天賦，還需要#c0aaa1a@1×@2#n，您也可以使用#cfa7a0f迷你幣#n來補齊
623,還需要
624,限時體驗：剩餘#cfa7a0f@1#n天#cfa7a0f@2#n時#cfa7a0f@3#n分
625,"要解鎖該角色，還需要#c0aaa1a@1×@2#n,您也可以使用#cfa7a0f迷你幣#n來補齊"
626,折扣
627,購買成功
628,提取#cfa7a0f@1×1#n到你的背包， 確認？
629,版本過低
630,恭喜您解鎖了@1
631,"網路錯誤, 不能充值"
632,解鎖新坐騎：
633,坐騎升級：
634,(永久)
635,@1裝扮增加了@2天使用時間！
636,版本過低
637,已啟動
638,解鎖角色
639,立即購買
640,放置
641,存 入
642,取 出
643,脫 下
644,缺省的名字
645,解鎖所需的碎片數量不足
646,詳情請在商店中查看
647,已放入背包中
648,完成任務！
649,獲得道具！
650,拾取了@1×@2
651,移動@1個@2
652,丟棄了@1×@2
653,集齊獎勵：
654,建議回饋
655,建議回饋
656,如需附上截圖，請郵件聯繫我們：miniwantech@gmail.com
657,QQ：
658,手機號：
659,(輸入您的QQ號)
660,(輸入您的手機號)
661,提交
662,今天提交建議次數已達上限
663,請您填上寶貴的建議再提交
664,回饋建議成功
665,現回饋人數較多，請稍後再試
666,(未解鎖)
667,解鎖途徑：
668,回收碎片
669,回收
670,要解鎖該物品，還需要#c0aaa1a@1×@2#n，您也可以使用#cfa7a0f@3#n來補齊
671,領取獎勵成功！
672,自訂玩法和規則
673,玩法模式
674,的玩法
675,創造地圖規則
676,恢復默認
677,長
678,地圖大小：(1區塊長=16個方塊)
679,寬
680,無限
681,地形：
682,默認隨機
683,平坦
684,空島
685,創建地圖
686,地貌：
687,草原
688,沙漠
689,森林
690,冰原
691,海洋
692,高山
693,松樹林
694,林地
695,怪物生成：
696,動物
697,怪物
698,該地形下此地貌不可用
699,請輸入數位
700,#cfa7a0f房主把#n@1#cfa7a0f踢出了房間#n
701,#cfa7a0f踢出了房間#n
702,您的@ItemName不足
703,所需替換物品不足
704,自創玩法
705,基本設定
706,恢復\n默認
707,確認保存
708,時間
709,扣費失敗！
710,請輸入數值！
711,隊伍
712,得分
713,紅隊
714,藍隊
715,綠隊
716,紫隊
717,黃隊
718,橙隊
719,轉換玩法地圖
720,轉換編輯地圖
721,充值失敗，請選擇其他方式充值
722,充值處理中，請稍等！
723,充值幫助
724,請檢查網路和餘額後再試
725,請升級到最新版本
726,"充值遇到問題，可通過以下途徑聯繫客服：#r1、客服郵箱：miniworldcustomerservice@gmail.com#r2、#cfa7a0fFacebook: 
 https://www.facebook.com/mini.wan.94#r3、#cfa7a0fTwitter: 
 https://twitter.com/miniwantech#n#r為了更有效解決問題，請提交您的迷你號、充值扣費憑證截圖一起發送給客服"
727,充值失敗，請檢查網路和餘額後再試！
728,現擁有碎片
729,人數已滿足，現在開啟遊戲吧
730,沼澤
731,分享獲取迷你豆！
732,如何獲得迷你豆！
733,1.分享你的專屬連結\n2.其他小夥伴點擊你的連結後，你將獲得20個迷你豆\n3.每天可以領取5次，每週最多可領取20次
734,當前可領：
735,本周累計：
736,複製連結
737,領取獎勵！
738,我的專屬連結：
739,複製到粘贴板了！
740,至少選擇一種地貌
741,準備階段
742,初始補給箱
743,復活補給箱
744,初始補給箱：存入的道具將會成為玩家初始攜帶的道具
745,再次挑戰補給箱：存入的道具將會成為玩家再次挑戰時攜帶的道具
746,編輯天數
747,玩法天數
748,無隊伍
749,遊戲結束
750,推薦設置
751,預設方案説明你更快搭建遊戲規則
752,跑酷推薦
753,對戰推薦
754,恢復默認
755,的玩法
756,本日領取獎勵已達上限
757,本周領取獎勵已達上限
758,領取成功
759,資料錯誤
760,您尚未獲取到迷你號
761,連接失敗，請重新打開此頁面
762,該迷你號已被封停
763,詳細介紹
764,玩家評論
765,點擊或向上拉取更多評論
766,沒有評論
767,寫下地圖的體驗心得幫助作者改善吧（限110字）
768,評論失敗，請重試。
769,評論空空如也
770,沒有更多評論了
771,請檢查網路後重試
772,刪除評論成功
773,刪除失敗
774,(需要較高配置)
775,不能查看您自己
776,"確定要取消分享此存檔嗎？
#cef2d2d（取消分享後再删除或清除數據，此存檔將無法恢復）"
777,(把專屬連結分享到Q群等，有小夥伴點擊後即可獲得領獎次數)
778,關閉了切換迷你號
779,關閉了加密迷你號
780,關閉了家園
781,關閉了短信充值
782,關閉了SDK充值
783,微信支付
784,支付寶支付
785,關閉了微信支付
786,關閉了支付寶支付
787,取消訂單
788,遇到問題
789,充值正在進行中，如果1分鐘內無任何反應，應該出現網路問題了
790,購買1次
791,購買10次
792,雙倍！
793,活動時間：#cfa7a0f11月15日-12月15日#n#r活動內容：活動期間#cfa7a0f累計簽到#n相應天數可在此活動介面領取豐厚獎勵
794,感恩回饋
795,感恩回饋歡樂送
796,一天
797,二天
798,三天
799,四天
800,五天
801,六天
802,七天
803,八天
804,九天
805,十天
806,感恩回饋
807,角 色
808,合 成
809,附 魔
810,防禦
811,整 理
812,分 類
813,全 部
814,裝 備
815,工 具
816,方 塊
817,材 料
818,奶油小麵包測試描述一共四行每行十二個字奶油小麵包測試描述一共四行每行十二個字
819,請滑動螢幕轉向@name
820,卡卡
821,妮妮
822,這是移動搖杆，可以控制角色移動
823,操作教程
824,請滑動搖杆進行移動
825,請一邊移動一邊滑動螢幕轉身
826,請上下滑動螢幕觀察天空和地面
827,這是任務追蹤欄，有新的任務發佈了
828,請到達星能塊旁邊
829,長按星能塊將它擊碎
830,靠近星能塊將它撿起
831,任務完成
832,給你背包，可以存放物品
833,點擊物品
834,將物品放在地上
835,長按擊碎目標回收資源
836,跟@name一起將食材撿起
837,快捷欄滿時，新撿取物品會放進背包
838,點擊背包將它打開
839,看，快捷欄放不下的物品都在背包裡
840,點擊選中物品
841,再點擊快捷欄
842,看，物品被置換了
843,請將食材全收集起來
844,鏡頭搖晃
845,新任務
846,任務完成
847,世界方塊正在拼命載入中.....
848,公告
849,恭喜通關
850,#c373631恭喜通關！現在開啟#n#cfa7a0f新的冒險#n#c373631吧#n
851,新的冒險
852,隨處
853,逛逛
854,視野(更遠)
855,視野(最遠)
856,寬闊視野，需要較高配置
857,超大視野，需要高配置，推薦截圖使用
858,最流暢，適合小記憶體手機
859,流暢與視野兼顧，適合大部分手機
860,畫面優先，適合中高端手機
861,霧
862,(允許一切行為，僅受禁用物品影響)
863,(無法破壞放置方塊，禁止一切只能參觀)
864,"(禁用炸藥桶、點火石、岩漿桶、大爆竹等。
房主不受限制)"
865,分享預約！
866,"邀請ios好友預約迷你世界ios版，你和他均可獲得抽獎機會，
iPhone/遊戲周邊等豐厚大獎等您來拿!
1.邀請的ios預約玩家需在ios版本登錄且綁定預約資訊後算
預約成功，獲得一次抽獎機會。
2.邀請ios好友預約成功次數越多，抽獎機會越多！
3.抽獎活動將在ios版本正式上架後開啟，具體查看官網活動"
867,分享預約IOS
868,邀請IOS好友
869,選擇房員許可權
870,當前房員許可權
871,房間許可權（#c0aaa1a自由#n）
872,房間許可權（#c0aaa1a遊客#n）
873,禁用危險品（#cef2d2d關#n）
874,禁用危險品（#c0aaa1a開#n）
875,霧效(關閉)
876,霧效(淡霧)
877,霧效(濃霧)
878,@1已禁用
879,@1已解禁
880,#c0aaa1a迷你豆#n不足自動購買
881,前往家園果實
882,植物lv@level獎勵
883,下一頁
884,"1.植物升級可獲得迷你豆
2.植物達到5、10、15級時，可獲得額外的果實位哦"
885,移動短信支付暫不支持，請嘗其他支付方式
886,回收確認
887,回收獲得
888,下載存檔
889,名字：
890,模式：
891,創建新世界
892,篩選
893,邀請有獎
894,道具購買
895,道具倉庫
896,刷新
897,收藏
898,篩選類型
899,普通設置
900,世界地形碼：
901,創建地圖規則
902,生存天數：
903,複製
904,方塊禁用步驟：
905,"1.點道具欄出現道具名後點左方紅色按鈕禁用
2.重複以上步驟解除禁用"
906,地圖分享
907,獲得新皮膚：@1裝扮！
908,解鎖新角色：
909,特長升級：
910,物品兌換
911,十一天
912,十二天
913,十三天
914,十四天
915,十五天
916,十六天
917,十七天
918,十八天
919,十九天
920,二十天
921,二十一
922,二十二
923,二十三
924,二十四
925,二十五
926,二十六
927,二十七
928,二十八
929,二十九
930,三十天
931,小時後重置每日次數
932,分鐘後重置每日次數
933,"迷你隊長：1.官方不會有任何轉帳和發紅包的要求，要求轉帳發紅包的都是騙子！
2.不要相信“破解版本”，不要相信“冒充客服”的陌生人！"
934,Lv
935,@Null@
936,@Null@
937,@Null@
938,@Null@
939,@Null@
940,請輸入邀請者的迷你號：
941,@Null@
942,@Null@
943,@Null@
944,@Null@
945,@Null@
946,@Null@
947,@Null@
948,@Null@
949,@Null@
950,特惠
951,特惠1
952,特惠2
953,特惠3
954,特惠4
955,特惠5
956,特惠6
957,特惠7
958,@Null@
959,版本過低
960,祝大家端午節，六一兒童節快樂
961,名稱
962,禁止互相傷害（#c0aaa1a開#n）
963,禁止互相傷害（#cef2d2d關#n）
964,（玩家與玩家之間可以互相攻擊）
965,（玩家與玩家之間不能互相攻擊）
966,版本過低
967,版本過低
968,重新嘗試會回到初始位置，確定嗎？
969,確定
970,取消
971,可兌換次數
972,已兌換
973,這裡是您之前玩過的存檔，點擊進去看一下吧
974,點擊這裡，可以創建一個新的存檔
975,ภาษาไทย
976,Español
977,Português
978,Français
979,日本語
